Start	End	chromID	winID	Chromosome	Length(bp)	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	BhererRegsNum	SpenceRegsNum	BhererRegsMean	SpenceRegsMean	BhererRegsWeightMean	SpenceRegsWeightMean
76082736	76905108	chr15q	chr15q68	chr15	822373	0.0	0.0	0.0	36.0	30.0	127.0	177.0	1.12975672983954	0.09147322446327684	0.34004350516388043	0.04944624347926489
76905109	77727481	chr15q	chr15q69	chr15	822373	0.0	0.0	0.0	38.0	2.0	92.0	108.0	0.605241985271278	0.062245486296296296	0.16423871324603742	0.027931044584536407
77727482	78549854	chr15q	chr15q70	chr15	822373	0.0	0.0	0.0	112.0	92.0	250.0	285.0	1.1578702790012005	0.4139083321403509	0.8051869099063464	0.14848768708167775
78549855	79372227	chr15q	chr15q71	chr15	822373	0.0	0.0	0.0	78.0	74.0	289.0	329.0	3.157401218858784	0.5947775885714286	2.084847439021664	0.25763171894624554
79372228	80194600	chr15q	chr15q72	chr15	822373	0.0	0.0	0.0	62.0	0.0	360.0	352.0	2.0388904861107733	0.4587300478409091	1.371029603175433	0.2142760435722595
80194601	81016973	chr15q	chr15q73	chr15	822373	0.0	0.0	0.0	2.0	0.0	302.0	268.0	2.0915836920541424	0.4164157375	0.9793990205815705	0.19251308153782995
81016974	81839346	chr15q	chr15q74	chr15	822373	0.0	0.0	0.0	6.0	6.0	325.0	290.0	4.006466350924102	0.7415918934482759	2.3754298552364332	0.30659177942135557
81839347	82661719	chr15q	chr15q75	chr15	822373	0.0	0.0	0.0	86.0	68.0	220.0	323.0	1.7384620314103745	0.27143177554179565	0.4355871040479745	0.11531440644016158
82661720	83484092	chr15q	chr15q76	chr15	822373	0.0	0.0	0.0	752.0	602.0	25.0	82.0	0.15551395379855343	0.054195101219512196	0.07279005002635175	0.0480657307852525
83484093	84306465	chr15q	chr15q77	chr15	822373	0.0	0.0	0.0	8.0	8.0	147.0	179.0	0.9431839722707899	0.12573699022346368	0.3215870791866857	0.08534784448591105
84306466	85128838	chr15q	chr15q78	chr15	822373	0.0	0.0	0.0	530.0	446.0	94.0	175.0	0.38350981202124046	0.16023327771428572	0.13556763665039256	0.05735945465557599
85128839	85951211	chr15q	chr15q79	chr15	822373	0.0	0.0	0.0	206.0	162.0	188.0	280.0	1.7248241035143086	0.304064385	0.5306326023308028	0.1353981816591261
85951212	86773584	chr15q	chr15q80	chr15	822373	0.0	0.0	0.0	14.0	14.0	291.0	354.0	1.6509283909777308	0.449907675480226	1.0449969313342116	0.19490292884998542
86773585	87595957	chr15q	chr15q81	chr15	822373	0.0	0.0	0.0	4.0	4.0	352.0	333.0	3.5774142553966435	0.6781127966966967	1.254353607204157	0.2585207447733285
87595958	88418330	chr15q	chr15q82	chr15	822373	0.0	0.0	0.0	2.0	0.0	308.0	255.0	2.99594565714201	0.9956838239215686	1.7251852782132293	0.2577389609911146
88418331	89240703	chr15q	chr15q83	chr15	822373	0.0	0.0	0.0	0.0	0.0	318.0	233.0	2.2925356113192117	0.49736109613733903	1.5045051296598078	0.20203543284490896
89240704	90063076	chr15q	chr15q84	chr15	822373	0.0	0.0	0.0	8.0	2.0	340.0	333.0	3.865522111177964	0.7299641587087087	2.2990609336543875	0.2967588952606796
90063077	90885449	chr15q	chr15q85	chr15	822373	0.0	0.0	0.0	86.0	60.0	277.0	339.0	2.4929713360995254	0.5732126051032448	1.910567779387724	0.24504711914617647
90885450	91707822	chr15q	chr15q86	chr15	822373	0.0	0.0	0.0	24.0	22.0	289.0	259.0	2.5504298698967065	0.4167604359073359	1.5124799598908938	0.1848184434932349
91707823	92530195	chr15q	chr15q87	chr15	822373	0.0	0.0	0.0	0.0	0.0	394.0	356.0	4.3168818480957585	0.9349678966292135	2.772769621661792	0.3710513299667081
92530196	93352568	chr15q	chr15q88	chr15	822373	0.0	0.0	0.0	74.0	8.0	503.0	410.0	2.9772453310128233	0.7662107890243902	2.658929070489662	0.3558687022961078
93352569	94174941	chr15q	chr15q89	chr15	822373	0.0	0.0	0.0	4.0	0.0	559.0	601.0	5.02916034320257	1.1580395272878536	4.166323346081399	0.6262034247193387
94174942	94997314	chr15q	chr15q90	chr15	822373	0.0	0.0	0.0	2.0	0.0	450.0	446.0	6.366398900886999	1.0620827685650225	4.0294128389454125	0.5449344176443357
94997315	95819687	chr15q	chr15q91	chr15	822373	0.0	0.0	0.0	0.0	0.0	433.0	331.0	3.366718867783259	0.8372127967975831	2.192074613909892	0.302156914655025
95819688	96642060	chr15q	chr15q92	chr15	822373	0.0	0.0	0.0	0.0	0.0	406.0	316.0	4.328619029185772	1.1336603433544303	3.031034548086894	0.3633351011626759
96642061	97464433	chr15q	chr15q93	chr15	822373	0.0	0.0	0.0	10.0	0.0	285.0	322.0	3.0344750826324813	0.6853881940993789	3.198572643799981	0.371401362575493
97464434	98286806	chr15q	chr15q94	chr15	822373	0.0	0.0	0.0	0.0	0.0	277.0	361.0	4.116365104694284	0.9043330614958449	3.383221056688096	0.41551110761347143
98286807	99109179	chr15q	chr15q95	chr15	822373	0.0	0.0	0.0	4.0	4.0	343.0	477.0	4.460421969680402	1.4594650687631028	3.5796904337256166	0.5246914752632906
99109180	99931552	chr15q	chr15q96	chr15	822373	0.0	0.0	0.0	42.0	4.0	252.0	308.0	3.1793215740085143	1.6112588938311687	1.8793005062529955	0.3279295668452794
99931553	100753925	chr15q	chr15q97	chr15	822373	0.0	0.0	0.0	104.0	80.0	277.0	573.0	5.278016436458663	0.9959410858289703	2.7706543937753905	0.4230527697099734
100753926	101576298	chr15q	chr15q98	chr15	822373	0.0	0.0	0.0	12.0	8.0	271.0	716.0	2.905286302215169	0.23504139008379887	1.9554104328541848	0.1975706042575027
101576299	102398671	chr15q	chr15q99	chr15	822373	0.0	0.0	0.0	106.0	98.0	339.0	483.0	6.1778550221240405	0.8320780774327122	3.829253576713874	0.4201174334061356
143503	493495	chr16p	chr16p0	chr16	349993	0.0	0.0	0.0	8.0	8.0	65.0	145.0	1.1496941561538516	0.3783377772413793	1.1184446166776485	0.2798511908650162
493496	843488	chr16p	chr16p1	chr16	349993	0.0	0.0	0.0	2.0	0.0	64.0	124.0	2.087053307031261	0.6318250717741936	1.6966512241101264	0.3757867267202811
843489	1193481	chr16p	chr16p2	chr16	349993	0.0	0.0	0.0	12.0	12.0	98.0	250.0	3.7325442132652733	1.6144897912	3.9544661899504474	0.7092371751140598
1193482	1543474	chr16p	chr16p3	chr16	349993	0.0	0.0	0.0	12.0	12.0	68.0	181.0	1.7463930683824036	0.5408345099447514	1.7359200039925486	0.3080526740291735
1543475	1893467	chr16p	chr16p4	chr16	349993	0.0	0.0	0.0	0.0	0.0	56.0	123.0	1.7605963616069662	0.6821376120325203	0.7127727771970639	0.18137336321424957
1893468	2243460	chr16p	chr16p5	chr16	349993	0.0	0.0	0.0	20.0	18.0	59.0	151.0	3.3110699483050317	0.8133596638410596	2.0118191974436423	0.315889503051971
2243461	2593453	chr16p	chr16p6	chr16	349993	0.0	0.0	0.0	2.0	0.0	44.0	77.0	0.9982051954545613	0.19844570077922077	1.1249894869917216	0.16082916175395545
2593454	2943446	chr16p	chr16p7	chr16	349993	0.0	0.0	0.0	18.0	16.0	57.0	113.0	2.074612385087885	0.47890440053097344	1.8157292496201238	0.23381586689066453
2943447	3293439	chr16p	chr16p8	chr16	349993	0.0	0.0	0.0	6.0	4.0	95.0	213.0	2.4434142621050756	0.6628578596244131	1.7231210364311278	0.27340563148070496
3293440	3643432	chr16p	chr16p9	chr16	349993	0.0	0.0	0.0	30.0	4.0	75.0	152.0	4.217324370000115	0.8003959092105263	1.5180322904036414	0.20585982838235994
3643433	3993425	chr16p	chr16p10	chr16	349993	0.0	0.0	0.0	0.0	0.0	50.0	69.0	1.4670950829998959	0.321023668115942	0.8687417990288515	0.1878787509331406
3993426	4343418	chr16p	chr16p11	chr16	349993	0.0	0.0	0.0	0.0	0.0	145.0	148.0	4.098165597241035	0.7895750716216217	2.60031096637952	0.3672139275175947
4343419	4693411	chr16p	chr16p12	chr16	349993	0.0	0.0	0.0	0.0	0.0	42.0	86.0	1.3895767321427768	0.3204921593023256	0.8095111628944573	0.1526137872683788
4693412	5043404	chr16p	chr16p13	chr16	349993	0.0	0.0	0.0	0.0	0.0	89.0	133.0	1.9146876528089187	1.2747980120300753	1.2839773797323464	0.28288307191799483
5043405	5393397	chr16p	chr16p14	chr16	349993	0.0	0.0	0.0	208.0	0.0	146.0	237.0	2.1431351068495452	0.7035138128270042	2.1893552614268197	0.3762714795949725
5393398	5743390	chr16p	chr16p15	chr16	349993	0.0	0.0	0.0	6.0	0.0	226.0	279.0	4.665905272345208	0.5826581956989247	2.64244473008111	0.4373486271938327
5743391	6093383	chr16p	chr16p16	chr16	349993	0.0	0.0	0.0	0.0	0.0	266.0	221.0	6.720159132142775	1.3919772832579185	5.726382368839073	0.7117924781705794
6093384	6443376	chr16p	chr16p17	chr16	349993	0.0	0.0	0.0	0.0	0.0	283.0	270.0	6.312414675795006	1.1827913877777778	4.786064647991127	0.6407808645446368
6443377	6793369	chr16p	chr16p18	chr16	349993	0.0	0.0	0.0	0.0	0.0	292.0	240.0	4.166900903081807	1.0673524929166667	2.9977779872898154	0.45560781802307176
6793370	7143362	chr16p	chr16p19	chr16	349993	0.0	0.0	0.0	0.0	0.0	236.0	220.0	3.40088137860145	0.9242153613636364	2.8208956436574244	0.4096050535967528
7143363	7493355	chr16p	chr16p20	chr16	349993	0.0	0.0	0.0	0.0	0.0	248.0	223.0	2.799238058064955	0.5178762457399103	1.3658341023401892	0.2928358518299303
7493356	7843348	chr16p	chr16p21	chr16	349993	0.0	0.0	0.0	0.0	0.0	325.0	210.0	4.0247488815390104	1.1651042333333332	3.3751574481362168	0.6085830677865168
7843349	8193341	chr16p	chr16p22	chr16	349993	0.0	0.0	0.0	0.0	0.0	173.0	241.0	2.8287696413297247	0.7941771330705394	2.2774288352223944	0.3194233341556733
8193342	8543334	chr16p	chr16p23	chr16	349993	0.0	0.0	0.0	0.0	0.0	235.0	275.0	3.4446283908511957	0.9372021447272727	3.140017998595416	0.4209310463884778
8543335	8893327	chr16p	chr16p24	chr16	349993	0.0	0.0	0.0	0.0	0.0	166.0	343.0	2.860712351988048	0.4982540559766764	1.9330793257125873	0.30842015835757974
8893328	9243320	chr16p	chr16p25	chr16	349993	0.0	0.0	0.0	0.0	0.0	115.0	240.0	1.722388769565621	0.7103682183333333	2.308280833924769	0.33977764043695013
9243321	9593313	chr16p	chr16p26	chr16	349993	0.0	0.0	0.0	0.0	0.0	142.0	160.0	1.6959853718304712	0.28747383	1.3314880335398394	0.19836888232242803
9593314	9943306	chr16p	chr16p27	chr16	349993	0.0	0.0	0.0	0.0	0.0	184.0	222.0	2.641885557064831	0.6702107612162163	1.650620036604573	0.29679240263390116
9943307	10293299	chr16p	chr16p28	chr16	349993	0.0	0.0	0.0	0.0	0.0	155.0	159.0	0.8673866590331564	0.14996349283018867	0.5073845407369564	0.10409096425305497
10293300	10643292	chr16p	chr16p29	chr16	349993	0.0	0.0	0.0	0.0	0.0	157.0	158.0	5.557858624841125	1.115380641772152	3.403193014702173	0.48963102966507455
10643293	10993285	chr16p	chr16p30	chr16	349993	0.0	0.0	0.0	8.0	0.0	201.0	145.0	4.871136692288538	0.9796273717241379	4.393785763505679	0.44211966678148673
10993286	11343278	chr16p	chr16p31	chr16	349993	0.0	0.0	0.0	46.0	4.0	132.0	93.0	3.2655191193171924	1.0925837698924732	1.9541856455198467	0.25578616267649473
11343279	11693271	chr16p	chr16p32	chr16	349993	0.0	0.0	0.0	0.0	0.0	177.0	244.0	4.754658310169253	1.1194924827868853	3.340638431576889	0.4985487348425951
11693272	12043264	chr16p	chr16p33	chr16	349993	0.0	0.0	0.0	66.0	64.0	100.0	223.0	1.796908241999711	0.4235248067264574	1.4167630638654152	0.19425647993126519
12043265	12393257	chr16p	chr16p34	chr16	349993	0.0	0.0	0.0	4.0	4.0	122.0	153.0	3.147657359013959	0.4596692777777778	1.0869598823969835	0.2150976190052366
12393258	12743250	chr16p	chr16p35	chr16	349993	0.0	0.0	0.0	4.0	4.0	243.0	297.0	3.345789172016361	0.7554899262626262	2.0046511435051637	0.3509773930065935
12743251	13093243	chr16p	chr16p36	chr16	349993	0.0	0.0	0.0	0.0	0.0	165.0	178.0	7.452360877272635	1.0668939389887642	2.9003962048516057	0.32612922764598024
13093244	13443236	chr16p	chr16p37	chr16	349993	0.0	0.0	0.0	0.0	0.0	159.0	124.0	3.626499437421554	0.9309316491935484	1.8010686075802451	0.34423992345770316
13443237	13793229	chr16p	chr16p38	chr16	349993	0.0	0.0	0.0	0.0	0.0	121.0	102.0	1.1271269450408448	0.34319079901960786	0.7390031408344298	0.12462483642278789
13793230	14143222	chr16p	chr16p39	chr16	349993	0.0	0.0	0.0	0.0	0.0	193.0	168.0	3.90973774404175	0.8288498428571428	3.055255975058759	0.35692894376118695
14143223	14493215	chr16p	chr16p40	chr16	349993	0.0	0.0	0.0	4.0	0.0	76.0	115.0	8.365546636185915	1.1913882719130435	1.8084840635369344	0.2433867355694647
14493216	14843208	chr16p	chr16p41	chr16	349993	0.0	0.0	0.0	170.0	160.0	35.0	22.0	0.3266563071429548	0.042059786363636366	0.25018273154787163	0.03590857291961343
14843209	15193201	chr16p	chr16p42	chr16	349993	0.0	0.0	0.0	148.0	140.0	20.0	57.0	0.6742303949982617	0.12146421403508773	0.19490345708660384	0.15355201721544462
15193202	15543194	chr16p	chr16p43	chr16	349993	0.0	0.0	0.0	234.0	228.0	15.0	45.0	0.7712993933330958	0.17817958888888888	0.3843894065942398	0.1449424744792562
15543195	15893187	chr16p	chr16p44	chr16	349993	0.0	0.0	0.0	0.0	0.0	74.0	50.0	0.9344396141901717	0.58541088	0.5827599057111645	0.10563737822275344
15893188	16243180	chr16p	chr16p45	chr16	349993	0.0	0.0	0.0	0.0	0.0	196.0	145.0	3.0312476943901676	0.6538254964137931	4.0787178479991795	0.3599910515561934
16243181	16593173	chr16p	chr16p46	chr16	349993	0.0	0.0	0.0	142.0	138.0	42.0	82.0	2.770865583332067	0.4084276048780488	0.5849591850723777	0.2066568523114632
16593174	16943166	chr16p	chr16p47	chr16	349993	0.0	0.0	0.0	6.0	6.0	36.0	155.0	6.194630744443815	0.3742787387096774	0.8771997425251483	0.31659679209842867
16943167	17293159	chr16p	chr16p48	chr16	349993	0.0	0.0	0.0	8.0	0.0	148.0	155.0	3.6244618006764218	0.5674442329032258	1.6308727627214903	0.205963547650918
17293160	17643152	chr16p	chr16p49	chr16	349993	0.0	0.0	0.0	0.0	0.0	148.0	127.0	2.571758756081236	0.4958281708661417	2.287661520305596	0.25894147314794713
17643153	17993145	chr16p	chr16p50	chr16	349993	0.0	0.0	0.0	0.0	0.0	122.0	147.0	2.4199256077867584	0.5506138602721088	1.8701081362693417	0.2502689521348249
17993146	18343138	chr16p	chr16p51	chr16	349993	0.0	0.0	0.0	4.0	4.0	77.0	146.0	3.0676665792204116	0.3239746164383562	1.1646773470567993	0.26446661515000053
18343139	18693131	chr16p	chr16p52	chr16	349993	0.0	0.0	0.0	142.0	138.0	1.0	25.0	0.476757499999995	0.14758736	0.476757499999995	0.16215334332663303
18693132	19043124	chr16p	chr16p53	chr16	349993	0.0	0.0	0.0	42.0	38.0	49.0	124.0	0.6912553091870579	0.3744647129032258	0.6680501583917371	0.19625218246851334
19043125	19393117	chr16p	chr16p54	chr16	349993	0.0	0.0	0.0	0.0	0.0	184.0	251.0	10.794319991032532	1.0126523382470118	5.500058359154754	0.4775259070429052
19393118	19743110	chr16p	chr16p55	chr16	349993	0.0	0.0	0.0	0.0	0.0	98.0	182.0	2.3562241076504398	0.30201719071428573	0.8105221705211635	0.10889620012181836
19743111	20093103	chr16p	chr16p56	chr16	349993	0.0	0.0	0.0	0.0	0.0	92.0	119.0	2.0273829315213603	0.18707502352941177	0.8092656373305953	0.10391052812157021
20093104	20443096	chr16p	chr16p57	chr16	349993	0.0	0.0	0.0	0.0	0.0	150.0	145.0	6.145224887667695	0.8647520285517242	3.632140253738187	0.37128569458504146
20443097	20793089	chr16p	chr16p58	chr16	349993	1.0	0.0	1.0	10.0	8.0	53.0	97.0	1.3340017551876406	0.23799307134020617	0.46361707901910315	0.08856492743969153
20793090	21143082	chr16p	chr16p59	chr16	349993	0.0	0.0	0.0	4.0	0.0	72.0	60.0	1.0959537784718427	0.21376803783333334	0.3426927630258335	0.056668148854071086
21143083	21493075	chr16p	chr16p60	chr16	349993	0.0	0.0	0.0	114.0	110.0	76.0	63.0	2.6020459888204144	0.4946524761904762	1.2113571448325868	0.18353214049105915
21493076	21843068	chr16p	chr16p61	chr16	349993	0.0	0.0	0.0	20.0	20.0	34.0	46.0	0.4984406426494813	0.11090994565217392	0.2530859893078316	0.08990640796033852
21843069	22193061	chr16p	chr16p62	chr16	349993	0.0	0.0	0.0	122.0	118.0	19.0	60.0	0.18526223157898486	0.076003645	0.166121647319653	0.05978072249199494
22193062	22543054	chr16p	chr16p63	chr16	349993	0.0	0.0	0.0	88.0	86.0	37.0	41.0	0.6051652378391122	0.06162172926829268	0.38532994727923664	0.07031087975728763
22543055	22893047	chr16p	chr16p64	chr16	349993	0.0	0.0	0.0	58.0	54.0	121.0	173.0	4.538854155785094	0.6162901080924855	3.1476939518203344	0.41712233765824996
22893048	23243040	chr16p	chr16p65	chr16	349993	0.0	0.0	0.0	0.0	0.0	128.0	193.0	1.8194067031251218	0.43442758051813474	1.121460163511307	0.1340404047612234
23243041	23593033	chr16p	chr16p66	chr16	349993	0.0	0.0	0.0	4.0	4.0	90.0	80.0	4.522030486098932	1.06801420925	2.413160008402993	0.2709458163566776
23593034	23943026	chr16p	chr16p67	chr16	349993	0.0	0.0	0.0	2.0	0.0	92.0	128.0	1.6206522538032155	0.36563630546875	0.864354607547702	0.15995059024577934
23943027	24293019	chr16p	chr16p68	chr16	349993	0.0	0.0	0.0	0.0	0.0	152.0	110.0	4.16319594243496	1.47710745	2.8949424096128844	0.36634321257022107
24293020	24643012	chr16p	chr16p69	chr16	349993	0.0	0.0	0.0	0.0	0.0	169.0	168.0	4.647305463608597	0.7069533702380952	2.585640957100881	0.42004002092792375
24643013	24993005	chr16p	chr16p70	chr16	349993	0.0	0.0	0.0	0.0	0.0	84.0	81.0	1.2495577244056018	0.21237262716049382	0.843346517143077	0.10653530463407791
24993006	25342998	chr16p	chr16p71	chr16	349993	0.0	0.0	0.0	0.0	0.0	116.0	145.0	4.676246387931257	1.019601760137931	2.6293154703565205	0.2525866816469361
25342999	25692991	chr16p	chr16p72	chr16	349993	0.0	0.0	0.0	26.0	0.0	111.0	188.0	1.3826928216234793	0.47895917819148937	0.9551371481457563	0.19885861688558845
25692992	26042984	chr16p	chr16p73	chr16	349993	0.0	0.0	0.0	0.0	0.0	217.0	220.0	2.6134628956205175	1.3123363718181817	2.702688813896204	0.5410008913088687
26042985	26392977	chr16p	chr16p74	chr16	349993	0.0	0.0	0.0	84.0	2.0	155.0	184.0	8.055156656452041	1.0472452792391305	2.6960471362796046	0.3365299392245536
26392978	26742970	chr16p	chr16p75	chr16	349993	0.0	0.0	0.0	0.0	0.0	185.0	161.0	2.576702649188286	0.43963192795031053	1.3667215767217296	0.22387838206384106
26742971	27092963	chr16p	chr16p76	chr16	349993	0.0	0.0	0.0	0.0	0.0	223.0	153.0	5.2591762040358345	1.4840793313725489	3.943081592882157	0.5126117769315818
27092964	27442956	chr16p	chr16p77	chr16	349993	0.0	0.0	0.0	16.0	0.0	175.0	142.0	3.66785434628621	0.7269124887323943	2.9787276666949767	0.41828234549099447
27442957	27792949	chr16p	chr16p78	chr16	349993	0.0	0.0	0.0	0.0	0.0	49.0	68.0	0.9155011001010205	0.044307760147058825	0.42441069827017786	0.019888903632150973
27792950	28142942	chr16p	chr16p79	chr16	349993	0.0	0.0	0.0	0.0	0.0	172.0	156.0	3.179859459883649	0.7064915679487179	2.552851759142266	0.25564090975390225
28142943	28492935	chr16p	chr16p80	chr16	349993	0.0	0.0	0.0	134.0	128.0	40.0	61.0	2.1550754462506623	0.5286807098360655	0.954536155439353	0.1823044932641074
28492936	28842928	chr16p	chr16p81	chr16	349993	1.0	0.0	1.0	146.0	142.0	40.0	71.0	0.5892344895015388	0.09813252732394366	0.3879386392498521	0.08219164024264498
28842929	29192921	chr16p	chr16p82	chr16	349993	0.0	0.0	0.0	80.0	78.0	47.0	83.0	1.297021503505383	0.09063523686746988	0.7962865775905457	0.09617415712720245
29192922	29542914	chr16p	chr16p83	chr16	349993	0.0	0.0	0.0	218.0	210.0	28.0	75.0	1.434674892857241	0.17718876933333333	0.6112517830858881	0.12696312061180698
29542915	29892907	chr16p	chr16p84	chr16	349993	0.0	0.0	0.0	22.0	22.0	43.0	74.0	1.180461687206006	0.5583914067567567	0.9229484568566846	0.10487048090915353
29892908	30242900	chr16p	chr16p85	chr16	349993	0.0	0.0	0.0	42.0	40.0	45.0	49.0	1.3323431892222726	0.08712491020408163	0.30143076212120373	0.04451096231976885
30242901	30592893	chr16p	chr16p86	chr16	349993	0.0	0.0	0.0	110.0	84.0	52.0	47.0	1.428399749999698	0.1299706829787234	1.1276741105143198	0.08091986410477836
30592894	30942886	chr16p	chr16p87	chr16	349993	0.0	0.0	0.0	0.0	0.0	32.0	33.0	0.24599602375031368	0.02966520606060606	0.1594229373346438	0.02275265933853951
30942887	31292879	chr16p	chr16p88	chr16	349993	0.0	0.0	0.0	0.0	0.0	49.0	76.0	0.5395999812239233	0.03893569434210527	0.3557529251654863	0.0397645961659742
31292880	31642872	chr16p	chr16p89	chr16	349993	0.0	0.0	0.0	16.0	16.0	82.0	111.0	0.6305861090241208	0.13443527288288287	0.8666566313140854	0.0750276620020963
31642873	31992865	chr16p	chr16p90	chr16	349993	0.0	0.0	0.0	22.0	16.0	29.0	127.0	0.31554690879311914	0.19404502692913386	0.14385605681498698	0.055800677646076526
31992866	32342858	chr16p	chr16p91	chr16	349993	0.0	0.0	0.0	504.0	108.0	1.0	15.0	0.0091860699999928	0.19067133333333333	0.0091860699999928	0.16967029658895627
32342859	32692851	chr16p	chr16p92	chr16	349993	0.0	0.0	0.0	204.0	38.0	1.0	60.0	0.0046190500000018	0.18729630833333333	0.0046190500000018	0.12493734899845182
32692852	33042844	chr16p	chr16p93	chr16	349993	0.0	0.0	0.0	418.0	96.0	0.0	20.0		0.14380036	0.0	0.15911369060818367
33042845	33392837	chr16p	chr16p94	chr16	349993	0.0	0.0	0.0	556.0	118.0	0.0	46.0		0.09422641521739131	0.0	0.07127746481525954
33392838	33742830	chr16p	chr16p95	chr16	349993	0.0	0.0	0.0	274.0	70.0	0.0	96.0		0.1948607696875	0.0	0.17690993608607136
33742831	34092823	chr16p	chr16p96	chr16	349993	0.0	0.0	0.0	286.0	68.0	1.0	91.0	0.0022689349999994	1.0688425542857143	0.0022689349999994	0.12280171992652966
34092824	34442816	chr16p	chr16p97	chr16	349993	0.0	0.0	0.0	96.0	18.0	6.0	4.0	0.036103387250751816	0.0092873625	0.005302942605091587	0.008873139389303425
34442817	34792809	chr16p	chr16p98	chr16	349993	1.0	1.0	0.0	14.0	12.0	0.0	4.0		0.0082039075	0.0	0.007962145350680804
34792810	35142802	chr16p	chr16p99	chr16	349993	0.0	0.0	0.0	74.0	2.0	4.0	8.0	0.007355757000024875	0.00675361875	0.000942241734159911	0.006620878669532659
46539392	46975411	chr16q	chr16q0	chr16	436020	0.0	0.0	0.0	6.0	2.0	17.0	38.0	0.13284992735292356	0.021092207894736842	0.05955062454613918	0.026709696035808268
46975412	47411431	chr16q	chr16q1	chr16	436020	0.0	0.0	0.0	0.0	0.0	25.0	42.0	0.25788736219995295	0.01537808238095238	0.1088435449705646	0.009431042815444084
47411432	47847451	chr16q	chr16q2	chr16	436020	0.0	0.0	0.0	14.0	0.0	15.0	15.0	0.06642764466652354	0.0037917253333333333	0.028636605906034864	0.0038945387408624793
47847452	48283471	chr16q	chr16q3	chr16	436020	0.0	0.0	0.0	0.0	0.0	47.0	129.0	0.4664279882978627	0.013648242015503876	0.3184956260417836	0.011166787342824351
48283472	48719491	chr16q	chr16q4	chr16	436020	0.0	0.0	0.0	20.0	0.0	56.0	84.0	0.8167652609805709	0.2190064007142857	0.44600751785621817	0.0812467035215212
48719492	49155511	chr16q	chr16q5	chr16	436020	1.0	1.0	0.0	0.0	0.0	127.0	146.0	1.303354231110189	0.2624137410958904	1.0537546029996168	0.13741598766895338
49155512	49591531	chr16q	chr16q6	chr16	436020	0.0	0.0	0.0	0.0	0.0	160.0	143.0	2.1436409241877223	0.338964803986014	1.2299284473914147	0.16188894885361232
49591532	50027551	chr16q	chr16q7	chr16	436020	0.0	0.0	0.0	0.0	0.0	185.0	231.0	2.101069170539377	0.5123590597402597	2.0153291131832534	0.3089711534343499
50027552	50463571	chr16q	chr16q8	chr16	436020	0.0	0.0	0.0	2.0	0.0	115.0	154.0	2.1150403956495323	0.17863257506493507	1.2224462963176395	0.13564264349750177
50463572	50899591	chr16q	chr16q9	chr16	436020	0.0	0.0	0.0	0.0	0.0	125.0	107.0	1.314818612403409	0.4144854280373832	0.8736107281534623	0.1338509465378656
50899592	51335611	chr16q	chr16q10	chr16	436020	0.0	0.0	0.0	2.0	0.0	200.0	187.0	3.407188212502294	0.8281695278074866	2.602483844846899	0.3397307638277776
51335612	51771631	chr16q	chr16q11	chr16	436020	0.0	0.0	0.0	118.0	0.0	164.0	107.0	2.2272089347567916	0.416467283364486	1.3518202447437164	0.1594047334613785
51771632	52207651	chr16q	chr16q12	chr16	436020	0.0	0.0	0.0	0.0	0.0	166.0	108.0	2.2737975246962887	0.4602126009259259	1.4250679753721838	0.14513134153481128
52207652	52643671	chr16q	chr16q13	chr16	436020	0.0	0.0	0.0	0.0	0.0	153.0	122.0	2.140864843463538	0.3512377600819672	1.0328999502480662	0.1485893094099818
52643672	53079691	chr16q	chr16q14	chr16	436020	0.0	0.0	0.0	26.0	0.0	181.0	263.0	2.3441266881209493	0.7585870746387833	2.2249280998116427	0.29305358924574887
53079692	53515711	chr16q	chr16q15	chr16	436020	0.0	0.0	0.0	32.0	0.0	87.0	190.0	2.177659917525664	0.2737390845263158	0.8116196495209633	0.11439735458605046
53515712	53951731	chr16q	chr16q16	chr16	436020	0.0	0.0	0.0	4.0	0.0	151.0	218.0	2.5861115894035547	0.4275519956422018	1.3507587411015434	0.1934786224361931
53951732	54387751	chr16q	chr16q17	chr16	436020	0.0	0.0	0.0	0.0	0.0	232.0	184.0	3.6853023088368877	0.8780122804347826	2.7557814148181325	0.35385514036245264
54387752	54823771	chr16q	chr16q18	chr16	436020	0.0	0.0	0.0	0.0	0.0	251.0	193.0	5.026633985059917	1.1046242226943006	3.6505847027816296	0.4293614289896627
54823772	55259791	chr16q	chr16q19	chr16	436020	0.0	0.0	0.0	0.0	0.0	231.0	200.0	3.3007987502152383	0.6027619735	3.248839050564647	0.353005527253487
55259792	55695811	chr16q	chr16q20	chr16	436020	0.0	0.0	0.0	0.0	0.0	239.0	242.0	2.6095434104588997	0.2987075040495868	1.5711293391503982	0.19153814822608117
55695812	56131831	chr16q	chr16q21	chr16	436020	0.0	0.0	0.0	34.0	18.0	181.0	328.0	4.861612182871583	1.0787687737804879	2.122074120090174	0.32411086591516686
56131832	56567851	chr16q	chr16q22	chr16	436020	0.0	0.0	0.0	2.0	0.0	89.0	74.0	1.4757760983148742	0.17768253702702702	0.481062791961331	0.073710098869098
56567852	57003871	chr16q	chr16q23	chr16	436020	0.0	0.0	0.0	4.0	4.0	186.0	151.0	2.6489691663976385	1.3269057801324502	1.5461343639057414	0.26867952724956523
