pos	val	Chromosome
238236120.48979592	2.0706531015927816e-09	chr2
243199373.0	1.9750117395912823e-09	chr2
0.0	3.1186372790877345e-09	chr20
1286235.1020408163	3.896318390699194e-09	chr20
2572470.2040816327	4.491667144899015e-09	chr20
3858705.306122449	4.815564299867662e-09	chr20
5144940.408163265	4.857025558401758e-09	chr20
6431175.510204081	4.683545171544373e-09	chr20
7717410.612244898	4.406626665072987e-09	chr20
9003645.714285715	4.1339949332384e-09	chr20
10289880.81632653	3.9383915243416095e-09	chr20
11576115.918367347	3.862937837186794e-09	chr20
12862351.020408163	3.9624904393191265e-09	chr20
14148586.122448979	4.362538444511809e-09	chr20
15434821.224489797	5.308468628763412e-09	chr20
16721056.326530613	7.173584179831368e-09	chr20
18007291.42857143	1.0390507635034049e-08	chr20
19293526.530612245	1.5281935402635828e-08	chr20
20579761.63265306	2.1817173774917527e-08	chr20
21865996.734693877	2.9404082633434647e-08	chr20
23152231.836734693	3.687766377104995e-08	chr20
24438466.93877551	4.278538699316847e-08	chr20
25724702.040816326	4.589222317430629e-08	chr20
27010937.14285714	4.565489129674176e-08	chr20
28297172.244897958	4.2399789960535605e-08	chr20
29583407.346938774	3.711720499765959e-08	chr20
30869642.448979594	3.101925067638735e-08	chr20
32155877.55102041	2.5118907130581264e-08	chr20
33442112.653061226	2.0014586467165687e-08	chr20
34728347.75510204	1.59046401874511e-08	chr20
36014582.85714286	1.273976280721945e-08	chr20
37300817.95918367	1.0398516975880738e-08	chr20
38587053.06122449	8.808034989977472e-09	chr20
39873288.1632653	7.977969638327499e-09	chr20
41159523.26530612	7.951156563501011e-09	chr20
42445758.36734694	8.70378104650822e-09	chr20
43731993.469387755	1.0052642356733073e-08	chr20
45018228.571428575	1.1633264973061274e-08	chr20
46304463.67346939	1.2982945303500217e-08	chr20
47590698.77551021	1.3701782031940525e-08	chr20
48876933.87755102	1.3608708343157764e-08	chr20
50163168.97959184	1.2803916702512703e-08	chr20
51449404.08163265	1.1606042776180954e-08	chr20
52735639.18367347	1.0411850645430225e-08	chr20
54021874.28571428	9.565247329861224e-09	chr20
55308109.3877551	9.29155651364583e-09	chr20
56594344.489795916	9.68431265501039e-09	chr20
57880579.591836736	1.069256631692074e-08	chr20
59166814.69387755	1.2086468884102853e-08	chr20
60453049.79591837	1.3446596237357556e-08	chr20
61739284.89795919	1.4249019868054783e-08	chr20
63025520.0	1.4056561730743723e-08	chr20
0.0	5.0004577237343386e-11	chr21
982242.7551020408	1.971011975658342e-10	chr21
1964485.5102040817	6.738765140071547e-10	chr21
2946728.2653061226	1.9991017054012114e-09	chr21
3928971.0204081633	5.148011788611965e-09	chr21
4911213.775510204	1.1514404686166866e-08	chr21
5893456.530612245	2.2387326009201933e-08	chr21
6875699.285714285	3.788838650413988e-08	chr21
7857942.040816327	5.59469379518828e-08	chr21
8840184.795918368	7.239149788201027e-08	chr21
9822427.551020408	8.273687733229607e-08	chr21
10804670.306122448	8.47162035806147e-08	chr21
11786913.06122449	7.951365070486057e-08	chr21
12769155.81632653	7.053688426961535e-08	chr21
13751398.57142857	6.083919863522815e-08	chr21
14733641.326530613	5.1511889900703654e-08	chr21
15715884.081632653	4.216192371554872e-08	chr21
16698126.836734693	3.24472716310502e-08	chr21
17680369.591836736	2.294868440598477e-08	chr21
18662612.346938774	1.4804313345949255e-08	chr21
19644855.102040816	8.860274498061778e-09	chr21
20627097.85714286	5.236395722372691e-09	chr21
21609340.612244897	3.4840655677904284e-09	chr21
22591583.36734694	2.9684349479621183e-09	chr21
23573826.12244898	3.1423707867684926e-09	chr21
24556068.87755102	3.6483994822247735e-09	chr21
25538311.63265306	4.318569676223273e-09	chr21
26520554.387755103	5.128101390776296e-09	chr21
27502797.14285714	6.138190261808891e-09	chr21
28485039.897959184	7.463628400554584e-09	chr21
29467282.653061226	9.253832146312454e-09	chr21
30449525.408163264	1.160302207876506e-08	chr21
31431768.163265307	1.4347289107790566e-08	chr21
32414010.91836735	1.6897683690853424e-08	chr21
33396253.673469387	1.836884016185561e-08	chr21
34378496.428571425	1.8049875651640197e-08	chr21
35360739.18367347	1.5883903010590262e-08	chr21
36342981.93877551	1.2534699050947814e-08	chr21
37325224.69387755	8.984133428373866e-09	chr21
38307467.448979594	6.0208596888523885e-09	chr21
39289710.20408163	4.001529007215218e-09	chr21
40271952.95918367	2.945220391548856e-09	chr21
41254195.71428572	2.7532000515146e-09	chr21
42236438.469387755	3.3413675082724704e-09	chr21
43218681.22448979	4.622833266912958e-09	chr21
44200923.97959184	6.4056646611685325e-09	chr21
45183166.73469388	8.314985787559385e-09	chr21
46165409.489795916	9.827643181250301e-09	chr21
47147652.24489796	1.0439971345383142e-08	chr21
48129895.0	9.893933945313706e-09	chr21
0.0	9.429056731600826e-27	chr22
1047031.9591836735	1.848472985600642e-24	chr22
2094063.918367347	2.557160326899993e-22	chr22
3141095.8775510206	2.497608711113706e-20	chr22
4188127.836734694	1.7233868488461638e-18	chr22
5235159.795918368	8.407425631563233e-17	chr22
6282191.755102041	2.902467958699062e-15	chr22
7329223.714285715	7.098807119343737e-14	chr22
8376255.673469388	1.2317188289771246e-12	chr22
9423287.632653061	1.5186963194440787e-11	chr22
10470319.591836736	1.333394842734545e-10	chr22
11517351.551020408	8.358281742394857e-10	chr22
12564383.510204082	3.753983321448258e-09	chr22
13611415.469387755	1.2144451240780166e-08	chr22
14658447.42857143	2.8547693440623313e-08	chr22
15705479.387755102	4.9557607186582766e-08	chr22
16752511.346938776	6.566042277858273e-08	chr22
17799543.30612245	7.109289089235342e-08	chr22
18846575.265306123	7.087652496953096e-08	chr22
19893607.224489797	7.317059967893939e-08	chr22
20940639.18367347	7.851761587494433e-08	chr22
21987671.14285714	8.12012461110658e-08	chr22
23034703.102040816	7.7271533320029e-08	chr22
24081735.06122449	6.66227743023249e-08	chr22
25128767.020408165	5.0883676877063736e-08	chr22
26175798.97959184	3.3589119401039216e-08	chr22
27222830.93877551	1.966325517490484e-08	chr22
28269862.897959184	1.1888902501423245e-08	chr22
29316894.85714286	9.118296485180113e-09	chr22
30363926.816326533	8.466490062505736e-09	chr22
31410958.775510203	7.914033453120599e-09	chr22
32457990.734693877	6.699478301589219e-09	chr22
33505022.69387755	4.8502849026229296e-09	chr22
34552054.653061226	3.069135452996405e-09	chr22
35599086.6122449	2.240978746182213e-09	chr22
36646118.571428575	2.713180053817348e-09	chr22
37693150.530612245	4.222538902203902e-09	chr22
38740182.489795916	6.318273690580216e-09	chr22
39787214.448979594	8.786458723459974e-09	chr22
40834246.408163264	1.1415173947540789e-08	chr22
41881278.36734694	1.3173165191259677e-08	chr22
42928310.32653061	1.2708834149696884e-08	chr22
43975342.28571428	1.0110523404713514e-08	chr22
45022374.24489796	6.930678874501966e-09	chr22
46069406.20408163	4.503043162658905e-09	chr22
47116438.16326531	3.316774614968784e-09	chr22
48163470.12244898	3.5437727129643737e-09	chr22
49210502.08163265	5.052424937278936e-09	chr22
50257534.04081633	6.822524671923597e-09	chr22
51304566.0	7.224252512978935e-09	chr22
0.0	2.7095957876525887e-09	chr3
4041274.0816326533	3.6253859279946812e-09	chr3
8082548.1632653065	4.389666393919274e-09	chr3
12123822.24489796	4.848724117443882e-09	chr3
16165096.326530613	4.965430069553063e-09	chr3
20206370.408163264	4.846665016911294e-09	chr3
24247644.48979592	4.6810986143085726e-09	chr3
28288918.571428575	4.62148364334304e-09	chr3
32330192.653061226	4.690611455404757e-09	chr3
36371466.73469388	4.776292666973711e-09	chr3
40412740.81632653	4.719267111144897e-09	chr3
44454014.89795919	4.436001308262489e-09	chr3
48495288.97959184	3.998339281082477e-09	chr3
52536563.06122449	3.621428894425353e-09	chr3
56577837.14285715	3.5638660654482055e-09	chr3
60619111.2244898	3.987244824964944e-09	chr3
64660385.30612245	4.843227880852973e-09	chr3
68701659.38775511	5.854327788445104e-09	chr3
72742933.46938775	6.620484746089546e-09	chr3
76784207.55102041	6.8120843266933405e-09	chr3
80825481.63265306	6.339495696993553e-09	chr3
84866755.71428572	5.389549781170128e-09	chr3
88908029.79591838	4.311060332112105e-09	chr3
92949303.87755102	3.439483003560552e-09	chr3
96990577.95918368	2.977378353653078e-09	chr3
101031852.04081634	2.979739797568635e-09	chr3
105073126.12244898	3.407299442075609e-09	chr3
109114400.20408164	4.178811575768838e-09	chr3
113155674.2857143	5.181734860434789e-09	chr3
117196948.36734694	6.252281425063202e-09	chr3
121238222.4489796	7.1709724661908136e-09	chr3
125279496.53061225	7.712552353013592e-09	chr3
129320770.6122449	7.738849905806825e-09	chr3
133362044.69387756	7.2704162917670534e-09	chr3
137403318.77551022	6.474223977241176e-09	chr3
141444592.85714287	5.569334068460453e-09	chr3
145485866.9387755	4.71982242658839e-09	chr3
149527141.02040818	3.988392616477218e-09	chr3
153568415.10204083	3.366424654581034e-09	chr3
157609689.18367347	2.8372746488812145e-09	chr3
161650963.26530612	2.4190349493740993e-09	chr3
165692237.3469388	2.1655726083344183e-09	chr3
169733511.42857143	2.140547781347334e-09	chr3
173774785.51020408	2.3885000178336308e-09	chr3
177816059.59183675	2.9125283598274317e-09	chr3
181857333.6734694	3.6537371811321576e-09	chr3
185898607.75510204	4.473301489422205e-09	chr3
189939881.8367347	5.158208350453712e-09	chr3
193981155.91836736	5.476612819863688e-09	chr3
198022430.0	5.275776655136221e-09	chr3
0.0	1.1301791465674285e-08	chr4
3901107.673469388	1.3220034149427077e-08	chr4
7802215.346938776	1.3776424919298504e-08	chr4
11703323.020408165	1.2815744071777532e-08	chr4
15604430.693877552	1.0696386977244028e-08	chr4
19505538.36734694	8.111914229713712e-09	chr4
23406646.04081633	5.772395557119096e-09	chr4
27307753.714285716	4.150022345402138e-09	chr4
31208861.387755103	3.399717639018829e-09	chr4
35109969.06122449	3.4175967090579967e-09	chr4
39011076.73469388	3.940278874314024e-09	chr4
42912184.408163264	4.635723088062215e-09	chr4
46813292.08163266	5.197052119176557e-09	chr4
50714399.755102046	5.444180692547008e-09	chr4
54615507.42857143	5.3863016326931585e-09	chr4
58516615.10204082	5.1864305017445644e-09	chr4
62417722.77551021	5.033653143327803e-09	chr4
66318830.448979594	5.009008941639209e-09	chr4
70219938.12244898	5.040869527225563e-09	chr4
74121045.79591838	4.973123081255707e-09	chr4
78022153.46938775	4.684669686677849e-09	chr4
81923261.14285715	4.173269898918299e-09	chr4
85824368.81632653	3.557695410687084e-09	chr4
89725476.48979592	3.0134123860009237e-09	chr4
93626584.16326532	2.692267330177886e-09	chr4
97527691.8367347	2.6713073867763917e-09	chr4
101428799.51020409	2.9447235973405313e-09	chr4
105329907.18367347	3.4429924533482367e-09	chr4
109231014.85714287	4.0560162884241105e-09	chr4
113132122.53061225	4.652560605089699e-09	chr4
117033230.20408164	5.104115357724346e-09	chr4
120934337.87755102	5.31645430318588e-09	chr4
124835445.55102041	5.2545009668838344e-09	chr4
128736553.22448981	4.943325714015499e-09	chr4
132637660.89795919	4.447759399193062e-09	chr4
136538768.57142857	3.849857696929177e-09	chr4
140439876.24489796	3.2360051268639952e-09	chr4
144340983.91836736	2.687199006509423e-09	chr4
148242091.59183675	2.2630314049521564e-09	chr4
152143199.26530612	1.9837918977960517e-09	chr4
156044306.9387755	1.825679598860204e-09	chr4
159945414.6122449	1.7382367539088629e-09	chr4
163846522.2857143	1.6768514207230985e-09	chr4
167747629.9591837	1.6303954228953705e-09	chr4
171648737.63265306	1.624191752321561e-09	chr4
175549845.30612245	1.6928661800407255e-09	chr4
179450952.97959185	1.8391079025741034e-09	chr4
183352060.65306124	2.008720923937701e-09	chr4
187253168.32653064	2.1056598864186207e-09	chr4
191154276.0	2.0425798380734326e-09	chr4
0.0	2.8853452822370085e-09	chr5
3692148.163265306	3.4919763830879535e-09	chr5
7384296.326530612	4.081492614628559e-09	chr5
11076444.489795918	4.648765222553599e-09	chr5
14768592.653061224	5.132926208897021e-09	chr5
18460740.81632653	5.4319073796279036e-09	chr5
22152888.979591835	5.470411619525712e-09	chr5
25845037.14285714	5.256291450981895e-09	chr5
29537185.30612245	4.8725465241917765e-09	chr5
33229333.469387755	4.421978492183616e-09	chr5
36921481.63265306	3.985741985614071e-09	chr5
40613629.79591837	3.6318746610977264e-09	chr5
44305777.95918367	3.455651901287091e-09	chr5
47997926.12244898	3.6074385570312764e-09	chr5
51690074.28571428	4.2718155116267085e-09	chr5
55382222.448979594	5.5819492415172135e-09	chr5
59074370.6122449	7.487867864210547e-09	chr5
62766518.7755102	9.655155586332162e-09	chr5
66458666.93877551	1.1505301221829273e-08	chr5
70150815.10204081	1.2442923457121134e-08	chr5
73842963.26530612	1.2160252751592979e-08	chr5
77535111.42857143	1.0809137134666188e-08	chr5
81227259.59183674	8.910089049285914e-09	chr5
84919407.75510204	7.065870255208754e-09	chr5
88611555.91836734	5.678014168734676e-09	chr5
92303704.08163264	4.828906591182042e-09	chr5
95995852.24489796	4.355824591618384e-09	chr5
99688000.40816326	4.0265202049099765e-09	chr5
103380148.57142857	3.6908563598626873e-09	chr5
107072296.73469387	3.3284884125339517e-09	chr5
110764444.89795919	2.9996840628839053e-09	chr5
114456593.06122449	2.7717930631928597e-09	chr5
118148741.2244898	2.6881863730624834e-09	chr5
121840889.3877551	2.7829044076538502e-09	chr5
125533037.5510204	3.090279452980291e-09	chr5
129225185.71428572	3.6091421383800315e-09	chr5
132917333.87755102	4.244169172632715e-09	chr5
136609482.04081634	4.794676802526092e-09	chr5
140301630.20408162	5.034570293223091e-09	chr5
143993778.36734694	4.842125990847485e-09	chr5
147685926.53061223	4.281576421370359e-09	chr5
151378074.69387755	3.574955829425537e-09	chr5
155070222.85714287	2.994222877148661e-09	chr5
158762371.02040815	2.7527679887176857e-09	chr5
162454519.18367347	2.9440594994185087e-09	chr5
166146667.34693876	3.5207879091220328e-09	chr5
169838815.51020408	4.2975778956397185e-09	chr5
173530963.6734694	4.9887490038825396e-09	chr5
177223111.83673468	5.301170524139849e-09	chr5
180915260.0	5.060486009673015e-09	chr5
0.0	5.742590508877484e-09	chr6
3492144.224489796	6.3742666902947274e-09	chr6
6984288.448979592	6.81756180678832e-09	chr6
10476432.673469387	7.186572758175254e-09	chr6
13968576.897959184	7.617410795579856e-09	chr6
17460721.12244898	8.18435691792952e-09	chr6
20952865.346938774	8.843434488103038e-09	chr6
24445009.57142857	9.439570372794302e-09	chr6
27937153.795918368	9.777073960573661e-09	chr6
31429298.020408165	9.715405620766493e-09	chr6
34921442.24489796	9.237760175676844e-09	chr6
38413586.469387755	8.457710632203955e-09	chr6
41905730.69387755	7.56605182366783e-09	chr6
45397874.91836735	6.7513797203435905e-09	chr6
48890019.14285714	6.135704423210009e-09	chr6
52382163.36734694	5.750360489434462e-09	chr6
55874307.591836736	5.552068551251967e-09	chr6
59366451.81632653	5.460492395164441e-09	chr6
62858596.04081633	5.3948180923683676e-09	chr6
66350740.26530612	5.295322926725996e-09	chr6
69842884.48979592	5.128489328573616e-09	chr6
73335028.71428572	4.882982623700626e-09	chr6
76827172.93877551	4.5650211994953e-09	chr6
80319317.1632653	4.196965645022072e-09	chr6
83811461.3877551	3.817204010479994e-09	chr6
87303605.6122449	3.4768211888650736e-09	chr6
90795749.8367347	3.2300976148064597e-09	chr6
94287894.06122449	3.1197849741150322e-09	chr6
97780038.28571428	3.1618692847132392e-09	chr6
101272182.51020408	3.3363703611559267e-09	chr6
104764326.73469388	3.5896256072723275e-09	chr6
108256470.95918368	3.849232649062472e-09	chr6
111748615.18367347	4.046691026690797e-09	chr6
115240759.40816326	4.138051133970242e-09	chr6
118732903.63265306	4.113187589767123e-09	chr6
122225047.85714287	3.990537535023846e-09	chr6
125717192.08163266	3.802617299340591e-09	chr6
129209336.30612245	3.5823192976618287e-09	chr6
132701480.53061225	3.357447340702939e-09	chr6
136193624.75510204	3.1535224341617685e-09	chr6
139685768.97959185	2.998743426218717e-09	chr6
143177913.20408162	2.924529405873366e-09	chr6
146670057.42857143	2.959316338703186e-09	chr6
150162201.65306124	3.1177417081157115e-09	chr6
153654345.87755102	3.3891287958000023e-09	chr6
157146490.10204083	3.729337059055508e-09	chr6
160638634.3265306	4.060673470670525e-09	chr6
164130778.5510204	4.284666422133695e-09	chr6
167622922.7755102	4.308601797452284e-09	chr6
171115067.0	4.0781930892273114e-09	chr6
0.0	3.8421126973267046e-09	chr7
3247727.8163265307	5.703731833648201e-09	chr7
6495455.632653061	6.411425667281583e-09	chr7
9743183.448979592	5.434178486949993e-09	chr7
12990911.265306123	3.61099555009134e-09	chr7
16238639.081632653	2.26507765054536e-09	chr7
19486366.897959184	1.9444868085919676e-09	chr7
22734094.714285716	2.3254763011181184e-09	chr7
25981822.530612245	2.903763310382915e-09	chr7
29229550.346938774	3.457137838051968e-09	chr7
32477278.163265307	4.00875360563101e-09	chr7
35725005.97959184	4.60036358891928e-09	chr7
38972733.79591837	5.187694692702956e-09	chr7
42220461.6122449	5.785376706349321e-09	chr7
45468189.42857143	6.785991692636337e-09	chr7
48715917.24489796	9.000820505343487e-09	chr7
51963645.06122449	1.2943765985567175e-08	chr7
55211372.87755102	1.7930042746241713e-08	chr7
58459100.69387755	2.2183588154319556e-08	chr7
61706828.510204084	2.3879197129449228e-08	chr7
64954556.32653061	2.2333255629089855e-08	chr7
68202284.14285715	1.8723268820487462e-08	chr7
71450011.95918368	1.5036368450009856e-08	chr7
74697739.7755102	1.1980741197660934e-08	chr7
77945467.59183674	9.0641097712019e-09	chr7
81193195.40816326	6.301470222472218e-09	chr7
84440923.2244898	4.325628101693589e-09	chr7
87688651.04081632	3.4575370286934226e-09	chr7
90936378.85714287	3.695811060681406e-09	chr7
94184106.6734694	4.885086406494544e-09	chr7
97431834.48979592	6.2991647339601385e-09	chr7
100679562.30612245	6.7452424533564025e-09	chr7
103927290.12244898	5.651433305514647e-09	chr7
107175017.93877551	3.6916770067876693e-09	chr7
110422745.75510204	2.0134120288555267e-09	chr7
113670473.57142857	1.1988939081850373e-09	chr7
116918201.3877551	1.1390015236860124e-09	chr7
120165929.20408164	1.4795684631478243e-09	chr7
123413657.02040817	1.9142711861925616e-09	chr7
126661384.8367347	2.2253876979013084e-09	chr7
129909112.65306123	2.3135031750246025e-09	chr7
133156840.46938775	2.28385465122812e-09	chr7
136404568.2857143	2.364199257499511e-09	chr7
139652296.10204083	2.615091811473018e-09	chr7
142900023.91836736	2.8211877645799235e-09	chr7
146147751.73469388	2.7504977435866665e-09	chr7
149395479.5510204	2.3949419657800383e-09	chr7
152643207.36734694	1.890963382101374e-09	chr7
155890935.18367347	1.3545393616076737e-09	chr7
159138663.0	8.579808097052572e-10	chr7
0.0	1.753372323110799e-08	chr8
2987020.8571428573	2.1960950821961107e-08	chr8
5974041.714285715	2.491733175490012e-08	chr8
8961062.57142857	2.5569152484302828e-08	chr8
11948083.42857143	2.3708434289954355e-08	chr8
14935104.285714287	1.9886185129182285e-08	chr8
17922125.14285714	1.516960442899395e-08	chr8
20909146.0	1.0665484287046835e-08	chr8
23896166.85714286	7.105719605146701e-09	chr8
26883187.714285716	4.710007643511653e-09	chr8
29870208.571428575	3.3189449134316356e-09	chr8
32857229.42857143	2.6304028537403933e-09	chr8
35844250.28571428	2.3753140343477396e-09	chr8
38831271.14285714	2.3761059570357898e-09	chr8
41818292.0	2.526324600124824e-09	chr8
44805312.85714286	2.754874341348157e-09	chr8
47792333.71428572	3.0090389133985453e-09	chr8
50779354.571428575	3.2528278969055822e-09	chr8
53766375.42857143	3.4637004553308876e-09	chr8
56753396.28571429	3.6237805972698237e-09	chr8
59740417.14285715	3.7193218489805604e-09	chr8
62727438.0	3.760277083787369e-09	chr8
65714458.85714286	3.808276745763878e-09	chr8
68701479.71428572	3.979478157206207e-09	chr8
71688500.57142857	4.395187078932816e-09	chr8
74675521.42857143	5.091781441279025e-09	chr8
77662542.28571428	5.9466216901168225e-09	chr8
80649563.14285715	6.68804883344752e-09	chr8
83636584.0	7.0109750049801585e-09	chr8
86623604.85714287	6.7382137404013614e-09	chr8
89610625.71428572	5.919307217844036e-09	chr8
92597646.57142858	4.796459342911168e-09	chr8
95584667.42857143	3.666375998974202e-09	chr8
98571688.28571428	2.739375208677426e-09	chr8
101558709.14285715	2.08204478601192e-09	chr8
104545730.0	1.6531251927963934e-09	chr8
107532750.85714287	1.3793679735821873e-09	chr8
110519771.71428572	1.212420982979221e-09	chr8
113506792.57142858	1.1425184711208578e-09	chr8
116493813.42857143	1.179621043790705e-09	chr8
119480834.2857143	1.3263571163771703e-09	chr8
122467855.14285715	1.5627501721397257e-09	chr8
125454876.0	1.8500165647791189e-09	chr8
128441896.85714287	2.146298011556646e-09	chr8
131428917.71428572	2.4181495999703115e-09	chr8
134415938.57142857	2.6362784009319197e-09	chr8
137402959.42857143	2.7618516440396265e-09	chr8
140389980.2857143	2.7442187206992947e-09	chr8
143377001.14285713	2.543260592189463e-09	chr8
146364022.0	2.1630572638577904e-09	chr8
0.0	2.207403445973287e-09	chr9
2881906.7551020407	2.6893920686247207e-09	chr9
5763813.510204081	2.6178631791648148e-09	chr9
8645720.265306123	2.0693838655874094e-09	chr9
11527627.020408163	1.4311432144195939e-09	chr9
14409533.775510203	1.0590745731203528e-09	chr9
17291440.530612245	1.0218814851863002e-09	chr9
20173347.285714284	1.1813911504033202e-09	chr9
23055254.040816326	1.4510609977981828e-09	chr9
25937160.795918368	1.984049590667144e-09	chr9
28819067.551020406	3.20352877753171e-09	chr9
31700974.30612245	5.781348791372761e-09	chr9
34582881.06122449	1.0467654444195564e-08	chr9
37464787.81632653	1.7206505292113587e-08	chr9
40346694.57142857	2.3808970125232354e-08	chr9
43228601.32653061	2.6435452509085565e-08	chr9
46110508.08163265	2.2925044383763513e-08	chr9
48992414.83673469	1.530757717905573e-08	chr9
51874321.591836736	7.905012726113544e-09	chr9
54756228.346938774	3.673884110025173e-09	chr9
57638135.10204081	3.344380532416619e-09	chr9
60520041.85714286	6.785670550222678e-09	chr9
63401948.6122449	1.3107096126547209e-08	chr9
66283855.367346935	1.9390152924738975e-08	chr9
69165762.12244898	2.1575099701375218e-08	chr9
72047668.87755102	1.817361888212166e-08	chr9
74929575.63265306	1.1921600139382004e-08	chr9
77811482.3877551	6.746982961493599e-09	chr9
80693389.14285713	4.428165006804598e-09	chr9
83575295.89795919	4.6397873413126876e-09	chr9
86457202.65306123	6.429715175100057e-09	chr9
89339109.40816326	8.648490977397521e-09	chr9
92221016.1632653	9.939356797326612e-09	chr9
95102922.91836734	9.449553137274459e-09	chr9
97984829.67346938	7.509557608587447e-09	chr9
100866736.42857142	5.18924710008718e-09	chr9
103748643.18367347	3.3557365867506465e-09	chr9
106630549.93877551	2.2813387812837763e-09	chr9
109512456.69387755	1.7992150093798658e-09	chr9
112394363.44897959	1.6051858635871244e-09	chr9
115276270.20408162	1.4942445519150176e-09	chr9
118158176.95918366	1.4400938921070349e-09	chr9
121040083.71428572	1.5049520275083264e-09	chr9
123921990.46938775	1.6802572487569538e-09	chr9
126803897.2244898	1.866764981032921e-09	chr9
129685803.97959183	2.0336620834179264e-09	chr9
132567710.73469387	2.2801767984198167e-09	chr9
135449617.48979592	2.625436072697724e-09	chr9
138331524.24489796	2.820807564741211e-09	chr9
141213431.0	2.550674871742446e-09	chr9
0.0	3.7626269110360184e-09	chrX
3168786.93877551	4.288003220111603e-09	chrX
6337573.87755102	4.412096317142225e-09	chrX
9506360.81632653	4.165629020229895e-09	chrX
12675147.75510204	3.6932564367528136e-09	chrX
15843934.69387755	3.1795541666028722e-09	chrX
19012721.63265306	2.7802130714459312e-09	chrX
22181508.57142857	2.5927735910019846e-09	chrX
25350295.51020408	2.671973918114006e-09	chrX
28519082.44897959	3.073091336036091e-09	chrX
31687869.3877551	3.889874986379158e-09	chrX
34856656.32653061	5.242285341560005e-09	chrX
38025443.26530612	7.182893409897169e-09	chrX
41194230.20408163	9.55033916212593e-09	chrX
44363017.14285714	1.188155053942302e-08	chrX
47531804.08163265	1.3515547182266281e-08	chrX
50700591.02040816	1.3903311098182094e-08	chrX
53869377.95918367	1.294056580888951e-08	chrX
57038164.89795918	1.106117809223514e-08	chrX
60206951.83673469	8.992764552497788e-09	chrX
63375738.7755102	7.350610814889666e-09	chrX
66544525.71428571	6.364402535863035e-09	chrX
69713312.65306123	5.894200898522138e-09	chrX
72882099.59183674	5.655665895198988e-09	chrX
76050886.53061225	5.452626599878895e-09	chrX
79219673.46938775	5.269157377960021e-09	chrX
82388460.40816326	5.212139096707523e-09	chrX
85557247.34693877	5.393718404465076e-09	chrX
88726034.28571428	5.841754009719676e-09	chrX
91894821.2244898	6.46532552139255e-09	chrX
95063608.1632653	7.067299239855271e-09	chrX
98232395.10204081	7.409334792471108e-09	chrX
101401182.04081632	7.3292974242985714e-09	chrX
104569968.97959183	6.848316940274134e-09	chrX
107738755.91836734	6.166840850995674e-09	chrX
110907542.85714285	5.5284097693728874e-09	chrX
114076329.79591836	5.063875808888459e-09	chrX
117245116.73469387	4.755093368492581e-09	chrX
120413903.67346938	4.532816855769888e-09	chrX
123582690.61224489	4.389280596996155e-09	chrX
126751477.5510204	4.3891321036089985e-09	chrX
129920264.48979591	4.584978970477688e-09	chrX
133089051.42857142	4.9405486429285606e-09	chrX
136257838.36734694	5.3385603522595815e-09	chrX
139426625.30612245	5.650641793320424e-09	chrX
142595412.24489796	5.7908326826800514e-09	chrX
145764199.18367347	5.711943515727187e-09	chrX
148932986.12244898	5.3773373346951246e-09	chrX
152101773.0612245	4.763428029055591e-09	chrX
155270560.0	3.900299398621463e-09	chrX
0.0	9.91155832023085e-09	chrY
1211705.4285714286	1.2238544171179085e-08	chrY
2423410.8571428573	1.4138471647775698e-08	chrY
3635116.285714286	1.627189305421827e-08	chrY
4846821.714285715	1.9046098162404617e-08	chrY
6058527.142857144	2.2178994143511172e-08	chrY
7270232.571428572	2.5009235179255996e-08	chrY
8481938.0	2.7076138617034737e-08	chrY
9693643.42857143	2.849993327874226e-08	chrY
10905348.857142858	2.9774603306307306e-08	chrY
12117054.285714287	3.0821023754303035e-08	chrY
13328759.714285715	3.0432858883823254e-08	chrY
14540465.142857144	2.744628929433645e-08	chrY
15752170.571428573	2.2448649927672292e-08	chrY
16963876.0	1.760940703306423e-08	chrY
18175581.42857143	1.4887208800744464e-08	chrY
19387286.85714286	1.5051856026762782e-08	chrY
20598992.285714287	1.8374718130939508e-08	chrY
21810697.714285716	2.541882918389283e-08	chrY
23022403.142857146	3.642187583710884e-08	chrY
24234108.571428575	4.9729701437592265e-08	chrY
25445814.0	6.110629808614575e-08	chrY
26657519.42857143	6.530178145199449e-08	chrY
27869224.85714286	5.940036620169072e-08	chrY
29080930.285714287	4.5299534136132415e-08	chrY
30292635.714285716	2.8635911004181084e-08	chrY
31504341.142857146	1.4876673361054844e-08	chrY
32716046.571428575	6.309997408451298e-09	chrY
33927752.0	2.174037674456149e-09	chrY
35139457.42857143	6.059664485270222e-10	chrY
36351162.85714286	1.3618039927840497e-10	chrY
37562868.28571429	2.4605648719615078e-11	chrY
38774573.71428572	3.5657986195030367e-12	chrY
39986279.14285714	4.135938186378379e-13	chrY
41197984.571428575	3.8326993258700753e-14	chrY
42409690.0	2.8349338283688875e-15	chrY
43621395.42857143	2.0587672750905968e-16	chrY
44833100.85714286	6.899199426177015e-16	chrY
46044806.28571429	9.430629954741426e-15	chrY
47256511.71428572	1.0316584664444324e-13	chrY
48468217.14285715	8.930860902637317e-13	chrY
49679922.571428575	6.118117317592851e-12	chrY
50891628.0	3.3168645147146054e-11	chrY
52103333.42857143	1.4231200890525506e-10	chrY
53315038.85714286	4.832563898526857e-10	chrY
54526744.28571429	1.298835221887107e-09	chrY
55738449.71428572	2.7630499745747393e-09	chrY
56950155.14285715	4.6526354888956975e-09	chrY
