Start	End	chromID	winID	Chromosome	Length(bp)	('invCenters', 'NHCenters', 'NAHRCenters', 'allRepCounts', 'intraRepCounts', 'BhererRegsNum', 'SpenceRegsNum', 'BhererRegsMean', 'SpenceRegsMean', 'BhererRegsWeightMean', 'SpenceRegsWeightMean')	invCenters	NHCenters	NAHRCenters	allRepCounts	intraRepCounts	BhererRegsNum	SpenceRegsNum	BhererRegsMean	SpenceRegsMean	BhererRegsWeightMean	SpenceRegsWeightMean
134425791	162681260	chr4q	chr4q3	chr4	28255470	0	0.0	0.0	0.0	198.0	34.0	7634.0	9730.0	2.109168935457356	0.36310299404522095	0.9391570593494295	0.12097911629135036
162681261	190936730	chr4q	chr4q4	chr4	28255470	0	2.0	1.0	1.0	234.0	38.0	10583.0	14741.0	3.058327888935826	0.5166843031551455	1.6512260620667223	0.2141322345860235
157856	9406103	chr5p	chr5p0	chr5	9248248	0	1.0	1.0	0.0	186.0	94.0	3872.0	5986.0	3.77644678427816	0.6830796677731373	2.3952440024669217	0.31211625027568063
9406104	18654351	chr5p	chr5p1	chr5	9248248	0	0.0	0.0	0.0	260.0	202.0	3137.0	3184.0	3.4577533565732397	0.6287174955841709	1.5466304528430495	0.20463651280369333
18654352	27902599	chr5p	chr5p2	chr5	9248248	0	0.0	0.0	0.0	228.0	102.0	2138.0	2783.0	1.6261702258442603	0.3353788977182896	0.7837938789587486	0.10635743145745957
27902600	37150847	chr5p	chr5p3	chr5	9248248	0	1.0	1.0	0.0	158.0	72.0	3075.0	3934.0	2.9913267371756977	0.49287465980935435	1.3077744658944954	0.17422535508720763
37150848	46399095	chr5p	chr5p4	chr5	9248248	0	0.0	0.0	0.0	154.0	68.0	1763.0	2761.0	1.9534528547200556	0.27211999322346975	0.424184092359451	0.0818923480146473
46405066	73262619	chr5q	chr5q0	chr5	26857554	0	1.0	0.0	1.0	1238.0	608.0	5984.0	7490.0	2.5800778490412797	0.3759591335166889	0.794650332507404	0.12550436276307284
73262620	100120173	chr5q	chr5q1	chr5	26857554	0	0.0	0.0	0.0	688.0	192.0	6850.0	14820.0	2.376847549180516	0.2353464366808367	0.8966442896016862	0.11126850223518289
100120174	126977727	chr5q	chr5q2	chr5	26857554	0	1.0	1.0	0.0	236.0	18.0	7387.0	7856.0	2.0116246365893047	0.44731005736252544	0.8384952611130609	0.14166907190068875
126977728	153835281	chr5q	chr5q3	chr5	26857554	0	2.0	2.0	0.0	560.0	382.0	7343.0	8329.0	2.459811628305869	0.3360638162853884	0.9618120793776344	0.12195414782811657
153835282	180692835	chr5q	chr5q4	chr5	26857554	0	1.0	0.0	1.0	404.0	198.0	9148.0	10312.0	3.0258872212056693	0.5759474885512025	1.6414296525082306	0.2196164448317157
183917	11901258	chr6p	chr6p0	chr6	11717342	0	0.0	0.0	0.0	230.0	42.0	5006.0	6399.0	3.9909483133669332	0.6876013785528989	2.2857867676697894	0.3087044732811311
11901259	23618600	chr6p	chr6p1	chr6	11717342	0	1.0	1.0	0.0	44.0	4.0	4504.0	5806.0	2.8472552004287053	0.42910951431794697	1.567741502786738	0.1996440776545726
23618601	35335942	chr6p	chr6p2	chr6	11717342	0	1.0	1.0	0.0	598.0	156.0	3519.0	8554.0	2.2018975695449754	1.1869531656114098	0.6251125484532034	0.18868113811118725
35335943	47053284	chr6p	chr6p3	chr6	11717342	0	0.0	0.0	0.0	96.0	10.0	4043.0	3762.0	2.7928804654621313	0.4833181831818182	1.4511714926783579	0.18183754904803973
47053285	58770626	chr6p	chr6p4	chr6	11717342	0	0.0	0.0	0.0	198.0	42.0	2737.0	3882.0	2.008754164196384	0.2611048775595054	0.4991883010780449	0.09219922105637424
58780038	81220367	chr6q	chr6q0	chr6	22440330	0	0.0	0.0	0.0	272.0	22.0	4213.0	5974.0	1.4437993016846362	0.24477905196685637	0.48968665735937267	0.07703444069090992
81220368	103660697	chr6q	chr6q1	chr6	22440330	0	2.0	2.0	0.0	122.0	6.0	5517.0	6803.0	2.20668338095539	0.32495649777656915	0.7351120024043204	0.09480400055901367
103660698	126101027	chr6q	chr6q2	chr6	22440330	0	1.0	0.0	1.0	244.0	4.0	5982.0	7093.0	2.1718681616746904	0.3482227550754265	0.9033972891786592	0.11647220755557061
126101028	148541357	chr6q	chr6q3	chr6	22440330	0	2.0	2.0	0.0	150.0	10.0	6357.0	6816.0	2.2352429566453593	0.34097356547212443	1.0089525184074712	0.12191540320257008
148541358	170981687	chr6q	chr6q4	chr6	22440330	0	1.0	0.0	1.0	280.0	92.0	9365.0	11064.0	3.214257417100941	0.6006625906155098	1.7005003712687004	0.25493510330651553
46239	11614268	chr7p	chr7p0	chr7	11568030	0	1.0	0.0	1.0	698.0	252.0	4078.0	5743.0	3.3328010537213064	0.6415992927825178	1.6861942392615918	0.28084395923822253
11614269	23182298	chr7p	chr7p1	chr7	11568030	0	0.0	0.0	0.0	88.0	16.0	5406.0	5388.0	3.1795034677155063	0.6102133845564217	1.5219096859741448	0.23573348141774203
23182299	34750328	chr7p	chr7p2	chr7	11568030	0	0.0	0.0	0.0	284.0	88.0	4587.0	4199.0	2.8489244648817196	0.5145030009145034	1.305881233606977	0.17977111097215048
34750329	46318358	chr7p	chr7p3	chr7	11568030	0	1.0	1.0	0.0	636.0	306.0	4039.0	4033.0	2.716305116724148	0.4382550325390528	1.2012086623949554	0.16093125085347246
46318359	57886388	chr7p	chr7p4	chr7	11568030	0	3.0	1.0	2.0	1240.0	442.0	3395.0	4544.0	1.8332890828873218	0.4025175337962148	0.5457270932816819	0.13148378752431933
58054067	78267150	chr7q	chr7q0	chr7	20213084	0	1.0	1.0	0.0	2970.0	1786.0	3301.0	6225.0	2.2155859535185036	0.3903406405140562	0.6952671852304472	0.12008146679724738
78267151	98480234	chr7q	chr7q1	chr7	20213084	0	0.0	0.0	0.0	502.0	46.0	5735.0	7055.0	2.107764234575891	0.2891518607767541	0.896711856225647	0.10982132467688074
98480235	118693318	chr7q	chr7q2	chr7	20213084	0	1.0	1.0	0.0	592.0	498.0	5040.0	6626.0	2.2954429303940516	0.33497358579082404	0.7900607542199286	0.1191147886355887
118693319	138906402	chr7q	chr7q3	chr7	20213084	0	0.0	0.0	0.0	342.0	70.0	5705.0	6085.0	2.148057612259343	0.43959421917502056	0.9541185108029833	0.13443527590739207
138906403	159119486	chr7q	chr7q4	chr7	20213084	0	2.0	1.0	1.0	408.0	208.0	6778.0	9773.0	3.503843027289692	0.7978197953412463	1.8182277171119363	0.2592987295551218
113565	8849190	chr8p	chr8p0	chr8	8735626	0	1.0	0.0	1.0	1358.0	374.0	4205.0	5578.0	4.182975220072749	0.958863230118322	2.1410215348653363	0.5382841150459546
8849191	17584816	chr8p	chr8p1	chr8	8735626	0	1.0	0.0	1.0	744.0	174.0	3885.0	4788.0	2.9662157217579614	0.4924026398287385	1.533783809102753	0.28455504264425685
17584817	26320442	chr8p	chr8p2	chr8	8735626	0	0.0	0.0	0.0	52.0	10.0	3839.0	3519.0	3.1260419748056174	0.594964036533106	1.6397742882823612	0.24252231177637554
26320443	35056068	chr8p	chr8p3	chr8	8735626	0	0.0	0.0	0.0	90.0	10.0	2503.0	3229.0	2.03472026626231	0.3285793299101889	0.9698245862415603	0.13374930851292396
35056069	43791694	chr8p	chr8p4	chr8	8735626	0	0.0	0.0	0.0	58.0	2.0	1777.0	2572.0	2.091353307589182	0.2768256735633748	0.5929615807439634	0.10798457347873448
43838481	64326879	chr8q	chr8q0	chr8	20488399	0	0.0	0.0	0.0	310.0	32.0	3881.0	5341.0	1.953885435568144	0.2751788937109156	0.631467338770583	0.34645808436411146
64326880	84815278	chr8q	chr8q1	chr8	20488399	0	0.0	0.0	0.0	390.0	22.0	5350.0	9166.0	2.2091993948689135	0.26745386360004364	0.8349897478240487	0.1165012637993599
84815279	105303677	chr8q	chr8q2	chr8	20488399	0	1.0	1.0	0.0	298.0	206.0	5024.0	5583.0	2.2411398130902187	0.3657446443883217	0.8279410202130386	0.1154055924917079
105303678	125792076	chr8q	chr8q3	chr8	20488399	0	0.0	0.0	0.0	74.0	12.0	5468.0	8676.0	2.3036812143989502	0.2706146744098663	0.8728856323546235	0.11044678272379337
125792077	146280475	chr8q	chr8q4	chr8	20488399	0	0.0	0.0	0.0	270.0	60.0	7247.0	9278.0	3.6482880665800486	0.5530064420586334	1.715394736584517	0.22176562942783773
212908	9150431	chr9p	chr9p0	chr9	8937524	0	0.0	0.0	0.0	170.0	16.0	4238.0	4730.0	3.95775798302169	0.7086990887378436	2.3125131952046476	0.3357124544772568
9150432	18087955	chr9p	chr9p1	chr9	8937524	0	0.0	0.0	0.0	26.0	8.0	3909.0	4272.0	3.627397346792562	0.5997471894054307	1.712240842147501	0.2426663911621443
18087956	27025479	chr9p	chr9p2	chr9	8937524	0	0.0	0.0	0.0	68.0	46.0	3329.0	3248.0	2.686500612902442	0.4088156525646552	1.3046038362704258	0.19721908948045014
27025480	35963003	chr9p	chr9p3	chr9	8937524	0	1.0	0.0	1.0	234.0	72.0	2698.0	2973.0	2.2028487276000397	0.40635228714429866	0.9586994302582463	0.146033919404297
35963004	44900527	chr9p	chr9p4	chr9	8937524	0	0.0	0.0	0.0	1800.0	944.0	978.0	1514.0	2.870799877471681	0.44966527035006604	0.1419478026695877	0.2116107789944638
47226134	65986495	chr9q	chr9q0	chr9	18760362	0	0.0	0.0	0.0	90.0	88.0	0.0	19.0	0.0	0.2983813157894737	0.0	0.15202989510678513
65986496	84746857	chr9q	chr9q1	chr9	18760362	0	1.0	1.0	0.0	1990.0	448.0	5002.0	5125.0	2.2171665897771287	0.4728191362673171	0.9880802448862742	0.18337524042784692
84746858	103507219	chr9q	chr9q2	chr9	18760362	0	1.0	1.0	0.0	1034.0	266.0	6083.0	6689.0	2.4747427291259165	0.39995139715503064	1.084322008545985	0.14334197330482817
103507220	122267581	chr9q	chr9q3	chr9	18760362	0	2.0	1.0	1.0	156.0	26.0	7481.0	7946.0	2.557850580812169	0.37257007062421343	1.2716435832464517	0.16370425586163034
122267582	141027943	chr9q	chr9q4	chr9	18760362	0	1.0	0.0	1.0	276.0	58.0	5874.0	6618.0	3.172131822666317	0.7082805588773043	1.7525104252941628	0.2405668825831823
9411244	9765867	chr21p	chr21p0	chr21	354624	0	0.0	0.0	0.0	440.0	14.0	0.0	90.0	0.0	1.0680292200000001	0.0	0.7200902292827803
9765868	10120491	chr21p	chr21p1	chr21	354624	0	0.0	0.0	0.0	154.0	14.0	0.0	87.0	0.0	0.9507893793103448	0.0	0.8507982321405019
10120492	10475115	chr21p	chr21p2	chr21	354624	0	0.0	0.0	0.0	104.0	6.0	0.0	23.0	0.0	0.33999965217391304	0.0	0.3961509989278489
10475116	10829739	chr21p	chr21p3	chr21	354624	0	0.0	0.0	0.0	128.0	2.0	0.0	56.0	0.0	0.2509272392857143	0.0	0.18545245801502214
10829740	11184363	chr21p	chr21p4	chr21	354624	0	0.0	0.0	0.0	162.0	4.0	0.0	86.0	0.0	0.15051848255813954	0.0	0.1870627099440982
